platform,commenter_id,commenter_username,post_mid,thread_id,post_url,root_comment_url,topic,topic_relevance,training_grade,source_excel_row
facebook,100000955223938,gene.pfeiffer.3,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:1546187733518487,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=1546187733518487&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,relevant,relevant_context_only,42
facebook,100009144468756,rich.brown.384763,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:1360439169335207,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=1360439169335207&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,relevant,relevant_context_only,43
facebook,100001800099022,jim.dake,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:1360439169335207,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=1360439169335207&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,relevant,relevant_context_only,43
facebook,100001275845347,joann.serkey,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:1360439169335207,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=1360439169335207&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,relevant,relevant_context_only,43
facebook,100000353916429,jim.mitchell.142892,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:1360439169335207,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=1360439169335207&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,relevant,relevant_context_only,43
facebook,1271724222,renee.terenzio,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:1930909960901131,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=1930909960901131&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,relevant,relevant_context_only,44
facebook,1478382695,kristen.brazasmurray,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:880157651210827,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=880157651210827&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,relevant,relevant_context_only,45
facebook,1569587352,jmcsherry,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:880157651210827,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=880157651210827&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,relevant,relevant_context_only,45
facebook,1223425496,marie.carey1,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:880157651210827,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=880157651210827&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,relevant,relevant_context_only,45
facebook,133200515,victoria.foley.33,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:1593860012446143,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=1593860012446143&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,relevant,relevant_context_only,47
facebook,653066152,benjamin.edwin1,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:1593860012446143,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=1593860012446143&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,relevant,relevant_context_only,47
facebook,771191981,Rockyv180,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:1011151974938773,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=1011151974938773&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,strongly_relevant,generally_usable,48
facebook,1182379576,mark.cheney.35,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:1011151974938773,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=1011151974938773&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,strongly_relevant,generally_usable,48
facebook,1332342045,bryan.byrnes.16,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:1011151974938773,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=1011151974938773&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,strongly_relevant,generally_usable,48
facebook,100003348030384,chris.harry.792,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:1011151974938773,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=1011151974938773&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,strongly_relevant,generally_usable,48
facebook,1791322126,victor.parker.399,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:1011151974938773,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=1011151974938773&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,strongly_relevant,generally_usable,48
facebook,100009163401887,ryan.thompson.615007,Facebook:post:pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,id:1011151974938773,https://www.facebook.com/NedLamontCT/posts/pfbid07v3aVJWM6R4vZQwegvvqvojAZDrCDhjDYRR39AVQMM9yXqXjHeNbMgSFtzqEXU4pl,https://www.facebook.com/NedLamontCT/posts/pfbid02BbTLNrU8QJWUTdYPyDqFMmuQrceLTehLiCqoR4PrCueDazviT4Yar6dzWa5UdZg3l?comment_id=1011151974938773&__cft__[0]=AZaFFeJCxKnyFja2rN8J7pGuJQrmpDzWaWKpy2D6L31x6RLvPAo_BbeKb_IsevbX_r_ikyPSQZNjJN4IDGiN7NjSWjDX39DrJFsqWbE7ygWHcRPByQnO-l4KMP77RMT5m30cx9RUci08kHbVjPAvs_-zioJbiD5niBMe0issbcv-iQ&__tn__=R]-R,Should medical debt be excluded from personal credit records?,strongly_relevant,generally_usable,48
