mid,native_id,url,topic,keyword,source_file,reason
Instagram:post:3495456618647425870,3495456618647425870,https://www.instagram.com/p/DCCW0ZiRJNO/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3324385100329339527,3324385100329339527,https://www.instagram.com/p/C4ilqKpu0qH/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3353312975430286737,3353312975430286737,https://www.instagram.com/p/C6JXGJxOv2R/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3291301525191122807,3291301525191122807,https://www.instagram.com/p/C2tDUyRt993/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3347033427134683504,3347033427134683504,https://www.instagram.com/p/C5zDSsruJlw/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3225913212825676014,3225913212825676014,https://www.instagram.com/p/CzEvvm2tqju/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3316505851811358111,3316505851811358111,https://www.instagram.com/p/C4GmIAouGWf/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3453367096807429252,3453367096807429252,https://www.instagram.com/p/C_s0xPsOpSE/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3133835930455278417,3133835930455278417,https://www.instagram.com/p/Ct9nyzLJINR/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3855743517708639833,3855743517708639833,https://www.instagram.com/p/DWCWkz-Cd5Z/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3036086078450083337,3036086078450083337,https://www.instagram.com/p/CoiWDPVhqYJ/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3260702273146818114,3260702273146818114,https://www.instagram.com/p/C1AV3EFOY5C/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3307913679566791719,3307913679566791719,https://www.instagram.com/p/C3oEfcqO-Qn/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3337302092367388629,3337302092367388629,https://www.instagram.com/p/C5QepI7ud_V/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3286267127206916735,3286267127206916735,https://www.instagram.com/p/C2bKopyNjJ_/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3176022236171529106,3176022236171529106,https://www.instagram.com/p/CwTf2WBvuuS/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3855559326023406268,3855559326023406268,https://www.instagram.com/p/DWBsseGEdK8/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3816473248397293697,3816473248397293697,https://www.instagram.com/p/DT21jLpgHiB/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3250470062632026963,3250470062632026963,https://www.instagram.com/p/C0b_UzcOUNT/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3326624231390272375,3326624231390272375,https://www.instagram.com/p/C4qixz9OVt3/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3368051717614041368,3368051717614041368,https://www.instagram.com/p/C69uTFFh3kY/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3865123446724319952,3865123446724319952,https://www.instagram.com/p/DWjrUvnCVrQ/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3493964151981007298,3493964151981007298,https://www.instagram.com/p/DB9DeJoxuHC/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3602888124126285575,3602888124126285575,https://www.instagram.com/p/DIAB6j0BU8H/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3250664203048256964,3250664203048256964,https://www.instagram.com/p/C0crd6yxQXE/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3454960242624704317,3454960242624704317,https://www.instagram.com/p/C_yfAkWvi89/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3455526164611377710,3455526164611377710,https://www.instagram.com/p/C_0fr0Ruqou/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3331613530087166734,3331613530087166734,https://www.instagram.com/p/C48RNqduxMO/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3378704246160691547,3378704246160691547,https://www.instagram.com/p/C7jkZxZgxFb/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3175057798328734032,3175057798328734032,https://www.instagram.com/p/CwQEj7St9FQ/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3180131259828537827,3180131259828537827,https://www.instagram.com/p/CwiGIghMgnj/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3436706369841848773,3436706369841848773,https://www.instagram.com/p/C-xojwjvuHF/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3493960280436143358,3493960280436143358,https://www.instagram.com/p/DB9Clz-uHT-/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3311348394458057508,3311348394458057508,https://www.instagram.com/p/C30RdILO4sk/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3409710048723047590,3409710048723047590,https://www.instagram.com/p/C9RuTlRN5Sm/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3484667296104595755,3484667296104595755,https://www.instagram.com/p/DBcBnF4vEEr/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3250870295929268870,3250870295929268870,https://www.instagram.com/p/C0daU9vu6qG/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3414950884527147968,3414950884527147968,https://www.instagram.com/p/C9kV7x9pYvA/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3459304888884692433,3459304888884692433,https://www.instagram.com/p/DAB63ffvoXR/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:2987342838954462760,2987342838954462760,https://www.instagram.com/p/Cl1LHwCMA4o/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3084563643513948259,3084563643513948259,https://www.instagram.com/p/CrOkkqCu8hj/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3473636890034913682,3473636890034913682,https://www.instagram.com/p/DA01ljtOUGS/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3498999472274972218,3498999472274972218,https://www.instagram.com/p/DCO8XtGOp46/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3039569002582582559,3039569002582582559,https://www.instagram.com/p/Cout-dNOSUf/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3074285649100606537,3074285649100606537,https://www.instagram.com/p/CqqDoJ0uQxJ/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3352592832173500649,3352592832173500649,https://www.instagram.com/p/C6GzWsGOOjp/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3520475489157342899,3520475489157342899,https://www.instagram.com/p/DDbPc4bsWaz/,大学生是否应更容易获得 SNAP 食品援助？,student food insecurity,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3904214882943270920,3904214882943270920,https://www.instagram.com/p/DYujsAooIAI/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3895437898366418185,3895437898366418185,https://www.instagram.com/p/DYPYCEwuX0J/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3839672778220272223,3839672778220272223,https://www.instagram.com/p/DVJQgxfjnpf/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3885400318629636109,3885400318629636109,https://www.instagram.com/p/DXrtwEKG-gN/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3829073211460541127,3829073211460541127,https://www.instagram.com/p/DUjmcxsEdrH/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3870815591393613598,3870815591393613598,https://www.instagram.com/p/DW35kWcD1ce/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3900630658059396851,3900630658059396851,https://www.instagram.com/p/DYh0urFoObz/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3865995741488263308,3865995741488263308,https://www.instagram.com/p/DWmxqTalLCM/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3891910884726188674,3891910884726188674,https://www.instagram.com/p/DYC2FRVlKqC/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3834368826520011620,3834368826520011620,https://www.instagram.com/p/DU2aiHijoNk/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3876170645034010380,3876170645034010380,https://www.instagram.com/p/DXK7KoyDIcM/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3879158293298487974,3879158293298487974,https://www.instagram.com/p/DXViepDkSKm/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3911399768023560636,3911399768023560636,https://www.instagram.com/p/DZIFV2TlvG8/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3901981440104395565,3901981440104395565,https://www.instagram.com/p/DYmn3I5lvMt/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3880226695144196686,3880226695144196686,https://www.instagram.com/p/DXZVZ70DspO/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3875840715041573467,3875840715041573467,https://www.instagram.com/p/DXJwJhiDIpb/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3869364145289051534,3869364145289051534,https://www.instagram.com/p/DWyvjB6lj2O/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3887957178284683801,3887957178284683801,https://www.instagram.com/p/DX0zHRRlrIZ/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3898548024834084284,3898548024834084284,https://www.instagram.com/p/DYabMXwCU28/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3846985818523727641,3846985818523727641,https://www.instagram.com/p/DVjPThBEncZ/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3861645891110810882,3861645891110810882,https://www.instagram.com/p/DWXUnpkAbUC/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3881802696676931878,3881802696676931878,https://www.instagram.com/p/DXe7vxnlPkm/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3916110621364207681,3916110621364207681,https://www.instagram.com/p/DZY0dyXjEBB/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3847789924255381376,3847789924255381376,https://www.instagram.com/p/DVmGIy1kbeA/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3835382341451932627,3835382341451932627,https://www.instagram.com/p/DU6A-s4DGPT/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3911280019160605697,3911280019160605697,https://www.instagram.com/p/DZHqHRfJqQB/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3840492536758572804,3840492536758572804,https://www.instagram.com/p/DVMK51ICJcE/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3841801253551229100,3841801253551229100,https://www.instagram.com/p/DVQ0eKnkkis/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3843614474239035352,3843614474239035352,https://www.instagram.com/p/DVXQv_-kUfY/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3879021852052299958,3879021852052299958,https://www.instagram.com/p/DXVDdKPjiC2/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3898644398844909394,3898644398844909394,https://www.instagram.com/p/DYaxGzCt5dS/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3901689300819505308,3901689300819505308,https://www.instagram.com/p/DYllb8_SfCc/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3902128631761706840,3902128631761706840,https://www.instagram.com/p/DYnJVD0CZ9Y/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3908051190731129255,3908051190731129255,https://www.instagram.com/p/DY8L9orkkGn/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3915189224387769707,3915189224387769707,https://www.instagram.com/p/DZVi9skEfVr/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3831306856095128285,3831306856095128285,https://www.instagram.com/p/DUriUlXEZrd/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3897085529524038351,3897085529524038351,https://www.instagram.com/p/DYVOqQ2mGrP/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3897718029777719686,3897718029777719686,https://www.instagram.com/p/DYXeeWniVGG/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3900510674120665323,3900510674120665323,https://www.instagram.com/p/DYhZcrVlOjr/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3909899955762990630,3909899955762990630,https://www.instagram.com/p/DZCwUtSkY4m/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3914392688963856376,3914392688963856376,https://www.instagram.com/p/DZSt2lJE6f4/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3832520065439037525,3832520065439037525,https://www.instagram.com/p/DUv2LGnDPhV/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3840626181327176218,3840626181327176218,https://www.instagram.com/p/DVMpSnVEkIa/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3841148103630912880,3841148103630912880,https://www.instagram.com/p/DVOf9lWlf1w/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3854412176363809122,3854412176363809122,https://www.instagram.com/p/DV9n3PuGuli/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3880260762606677716,3880260762606677716,https://www.instagram.com/p/DXZdJrnDq7U/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3880275687240963758,3880275687240963758,https://www.instagram.com/p/DXZgi3QlRau/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3880530241412558865,3880530241412558865,https://www.instagram.com/p/DXaabHTjnAR/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3889611449379892395,3889611449379892395,https://www.instagram.com/p/DX6rQFSlKyr/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3890623505616202203,3890623505616202203,https://www.instagram.com/p/DX-RXcHCenb/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3891137862653881399,3891137862653881399,https://www.instagram.com/p/DYAGUUbjqw3/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3899894254022897605,3899894254022897605,https://www.instagram.com/p/DYfNSlYny_F/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3900077519773002379,3900077519773002379,https://www.instagram.com/p/DYf29c6jmqL/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3904245331064517614,3904245331064517614,https://www.instagram.com/p/DYuqnFqE_Pu/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3904920632597862363,3904920632597862363,https://www.instagram.com/p/DYxEKBOFtfb/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3908481025488202352,3908481025488202352,https://www.instagram.com/p/DY9tsjflCpw/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3849182274227675943,3849182274227675943,https://www.instagram.com/p/DVrCuJzEiMn/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3856372480051619753,3856372480051619753,https://www.instagram.com/p/DWEllazEaep/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3872810498727122372,3872810498727122372,https://www.instagram.com/p/DW-_KErCJXE/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3875405084101190411,3875405084101190411,https://www.instagram.com/p/DXINGQmmCML/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3880280032203801999,3880280032203801999,https://www.instagram.com/p/DXZhiF0jIWP/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3885612614643184974,3885612614643184974,https://www.instagram.com/p/DXseBYOlXVO/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3886730502129113333,3886730502129113333,https://www.instagram.com/p/DXwcMyFFNj1/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3891431869405221608,3891431869405221608,https://www.instagram.com/p/DYBJKrjiFLo/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3896181969369675997,3896181969369675997,https://www.instagram.com/p/DYSBNu4j7jd/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3896957066213250547,3896957066213250547,https://www.instagram.com/p/DYUxc4EltXz/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3900442851200820208,3900442851200820208,https://www.instagram.com/p/DYhKBuUiWPw/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3905106211859856088,3905106211859856088,https://www.instagram.com/p/DYxuWjYE_rY/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3907881161164573586,3907881161164573586,https://www.instagram.com/p/DY7lTYTp8uS/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3909195959897431149,3909195959897431149,https://www.instagram.com/p/DZAQQODFBxt/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3910646296365389983,3910646296365389983,https://www.instagram.com/p/DZFaBZJDlif/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3911461766824023592,3911461766824023592,https://www.instagram.com/p/DZITcDMEVYo/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3912205272639409498,3912205272639409498,https://www.instagram.com/p/DZK8fe8FQ1a/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3912852439200361809,3912852439200361809,https://www.instagram.com/p/DZNPo_xDu1R/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3912852842021669465,3912852842021669465,https://www.instagram.com/p/DZNPu27FEpZ/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3913576500725919615,3913576500725919615,https://www.instagram.com/p/DZP0RenFa9_/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3916106300570003226,3916106300570003226,https://www.instagram.com/p/DZYze6UJOca/,小费收入是否应免税？,tipped workers,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3919055371150978629,3919055371150978629,https://www.instagram.com/p/DZjSBiUim5F/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3919494032418018913,3919494032418018913,https://www.instagram.com/p/DZk1w5dihZh/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3922273505421740775,3922273505421740775,https://www.instagram.com/p/DZutvjalsrn/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3923029837829371185,3923029837829371185,https://www.instagram.com/p/DZxZto3E_Ux/,小费收入是否应免税？,no tax on tips,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
Instagram:post:3327722104501716001,3327722104501716001,https://www.instagram.com/p/C4ucZ9-CkQh/,政府是否应补贴儿童照护费用？,daycare cost,ig_message_data.txt,mid_topic_already_in_historical_rule_pairs
