mid,record_id,native_id,platform,record_type,source_file,url,r_mid,r_url,topic,keyword,cont_clean,pt_iso_utc,lang,nlike,nrply,nfwd,nrd,user_uid,user_aname,user_sname,user_desc,user_nfans,keyword_exact_match,keyword_token_match,topic_token_match,text_word_count,has_url,has_media,topic_count_for_mid,multi_topic_noisy,relevance_label,relevance_confidence,relevance_reason,filter_mode,filter_version,llm_topic_relevance,llm_relevance_reason,llm_has_stance,llm_stance_label,llm_stance_target,llm_stance_reason,llm_discussion_potential,llm_discussion_reason,llm_final_keep_model,llm_final_keep,llm_final_keep_reason,llm_confidence,llm_needs_human_review,llm_model,llm_response_id,llm_input_tokens,llm_output_tokens,llm_total_tokens,llm_error,llm_processed_at,llm_row_key
X:post:1619357260354027520,X:post:1619357260354027520,1619357260354027520,X,post,x_message_data.txt,https://x.com/ninaturner/status/1619357260354027520,,,是否应加强警察问责并限制 qualified immunity？,qualified immunity,End Qualified Immunity,2023-01-28T15:30:31+00:00,en,3514,263,637,208840,188793260,ninaturner,Nina Turner,Former Ohio State Senator. Founder: @StrikeForAll. Senior Fellow: @RacePowerPolicy. National co-chair: Bernie Sanders 2020. Cohost: @2waytvapp's The Group Chat,620264,true,true,true,3,false,false,1,false,relevant,0.88,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 765 (char 764)",2026-07-12T03:33:30,3f594e024908b093f04f93ace4abf3cb8a320eb9
X:post:1397208257605869568,X:post:1397208257605869568,1397208257605869568,X,post,x_message_data.txt,https://x.com/MikeLevin/status/1397208257605869568,,,是否应加强警察问责并限制 qualified immunity？,George Floyd Justice in Policing Act,George Floyd should be alive today. The Senate must pass the George Floyd Justice in Policing Act.,2021-05-25T15:09:42+00:00,en,192,11,67,-1,14573926,MikeLevin,Mike Levin,"Proud husband/dad, SoCal native, clean energy advocate, environmental attorney, Stanford/Duke alum. U.S. Representative for CA-49. All tweets by me.",107473,true,true,false,17,false,false,1,false,relevant,0.88,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 1022 (char 1021)",2026-07-12T03:41:59,50127b507cc88912ab70066d12b62218009b4a7c
X:post:1126606835216199680,X:post:1126606835216199680,1126606835216199680,X,post,x_message_data.txt,https://x.com/WhiteHouse45/status/1126606835216199680,,,演唱会和体育赛事门票是否应强制显示全价？,hidden fees,"""No American mom or dad should lay awake at night worrying about the hidden fees or shocking, unexpected medical bills to come."" https://t.co/rKb6wv1Ms3",2019-05-09T21:56:15+00:00,en,5913,427,1109,-1,822215673812119553,WhiteHouse45,The White House 45 Archived,"This is an archive of a Trump Administration account, maintained by the National Archives and Records Administration.",22732354,true,true,false,26,true,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 792 (char 791)",2026-07-12T03:50:30,81e2df6fe765e91914aa0ab882119a1ee43c447b
X:post:1583306046650449920,X:post:1583306046650449920,1583306046650449920,X,post,x_message_data.txt,https://x.com/NewsArenaIndia/status/1583306046650449920,,,美国是否应加强边境技术和监控？,border surveillance,Indian Army will buy 1000 quadcopters for surveillance at border.,2022-10-21T03:55:52+00:00,en,2974,0,361,-1,1430724718676434950,NewsArenaIndia,News Arena India,One Stop For All Political News,274023,false,true,false,10,false,false,1,false,weakly_relevant,0.65,"Multiple keyword tokens match, but the post does not clearly discuss the topic.",rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 1199 (char 1198)",2026-07-12T03:59:05,3d3afa2e0fe3c0d7e08a5741d82d05cdfea60733
X:post:2068006859915575433,X:post:2068006859915575433,2068006859915575433,X,post,x_message_data.txt,https://x.com/United24media/status/2068006859915575433,,,美国是否应加强边境技术和监控？,border surveillance,⚡️ BREAKING: Zelenskyy gave Lukashenko a 7-day ultimatum to remove border surveillance equipment adjusting Russian fire on Ukrainian civilians. https://t.co/K4L2O4rOcY,2026-06-19T16:23:51+00:00,en,568,5,138,8159,1550895583476449280,United24media,UNITED24 Media,Firsthand news from the epicenter of global events. Stay informed and support the cause. Donate today: https://t.co/1zH50zlJKq,106894,true,true,false,23,true,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 937 (char 936)",2026-07-12T04:07:31,7e743db3e0c67fc863eb3638b6fbe63cef3cb30d
X:post:1870142925029683270,X:post:1870142925029683270,1870142925029683270,X,post,x_message_data.txt,https://x.com/ShadowofEzra/status/1870142925029683270,,,高校是否应为高学费和学生债务承担更多责任？,college tuition,"Chuck Schumer is prepared for a government shutdown, stating he will only back the original massive 1,500+ page bill packed with wasteful spending, including: - A 40% pay hike for Congress - $15M to fund college tuition for Egyptians -$400K for transgender clothing expenses - https://t.co/ONKWYh0Hwo",2024-12-20T16:23:13+00:00,en,7380,2536,4947,878519,1608459779239706627,ShadowofEzra,Shadow of Ezra,I am only on X and Telegram under the same handle. All other accounts are scamners and imposters.,902734,true,true,false,47,true,true,1,false,relevant,0.88,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 878 (char 877)",2026-07-12T04:15:57,5afdc6bbda699d7f88a4916055533d9fd96df4a8
YouTube:video:jGAAi3T8k6c,YouTube:video:jGAAi3T8k6c,jGAAi3T8k6c,YouTube,video,ytb_video_data.txt,https://www.youtube.com/watch?v=jGAAi3T8k6c,,,AI 语音诈骗是否应强制披露或限制？,AI robocall,"FCC votes to outlaw scam robocalls that use AI-generated voices The Federal Communications Commission said Thursday it is immediately outlawing scam robocalls featuring fake, artificial intelligence-created voices, cracking down on so-called ""deepfake"" technology that experts say could undermine election security or supercharge fraud. The unanimous FCC vote extends anti-robocall rules to cover AI deepfake calls by recognizing those voices as ""artificial"" under a federal law governing telemarketing and robocalling. https://6abc.com/robocalls-fcc-roboca...",2024-02-08T16:00:00+00:00,,79,28,-1,12647,UCw77677G3EAODp61b0izs7w,6abcActionNews,6abc Philadelphia,,0,false,false,true,79,true,true,1,false,weakly_relevant,0.68,"Core topic phrase appears, but the post does not clearly discuss the policy question.",rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 884 (char 883)",2026-07-12T04:24:14,315793d69d17292c97c093e628bcc8ade055fa87
YouTube:video:vaZDV59Xd0Q,YouTube:video:vaZDV59Xd0Q,vaZDV59Xd0Q,YouTube,video,ytb_video_data.txt,https://www.youtube.com/watch?v=vaZDV59Xd0Q,,,AI 语音诈骗是否应强制披露或限制？,AI robocall,"AI Generated Robocalls Fake Images The New Election Threat Artificial Intelligence experts are preparing for the possibility that AI-generated content creators might attempt to influence the upcoming U.S. presidential election. In February, tech companies united in a stand against election misinformation; vowing to restrict the use of their consumer tools to interfere with elections. Weeks later, the director of the Federal Bureau of Investigation addressed its preparations for responding to digitally-savvy foreign influence spurred by evolutions in artificial intelligence. In Oklahoma, academic researchers are teaching ways to identify fake content. ""I talk about triangulating,"" said Laura Dumin, the AI coordinator for the University of Central Oklahoma. ""Can we find the same information from three different actual sources? Not three people reposting the same information."" In two recent high-profile examples, AI was used to create a fake robocall from President Biden. And earlier in March, an image of former President Trump with Black voters was determined to also be fake. ""I think it's just going to be important for people to take ownership for their role in the election cycle and their perpetuation of misinformation,"" said Amanda Keesee, the manager of academic technology for UCO. Keesee and Dumin also shared advice for visually identifying AI-generated content through remnants, which are small pieces of a photo that indicate it might have been edited. Other tell-tale signs include odd numbers of fingers or other small details, particularly on photos of people. ""We do realize all of these AI fakes, it's getting really hard to detect and it's just going to get harder and harder to detect,"" Dumin said.",2024-03-19T16:00:00+00:00,,7,0,-1,135,UCSGeXKPLsXkSCIwaG2cCjLA,OklahomasOwn,News 9 YouTube,,0,false,true,true,274,false,true,1,false,weakly_relevant,0.68,"Core topic phrase appears, but the post does not clearly discuss the policy question.",rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 1146 (char 1145)",2026-07-12T04:32:04,4925f6ef8b62f7153454894027bdcda87a4a4207
YouTube:video:-GJLdefHOLk,YouTube:video:-GJLdefHOLk,-GJLdefHOLk,YouTube,video,ytb_video_data.txt,https://www.youtube.com/watch?v=-GJLdefHOLk,,,IVF 等辅助生殖治疗是否应获得更多公共支持？,in vitro fertilization,"What is In vitro Fertilization | Embryo transfer | Pregnancy In vitro fertilization, embryo transfer, pregnancy #invitrofertilisation #embryotransfer #pregnancy #biobodh Follow me on: Instagram instagram.com/biobodh X x.com/BioBodh Facebook facebook.com/profile.php?id=100093553703959&mibextid=kFxxJD",2024-07-18T16:00:00+00:00,,7,0,-1,20,UCQTPbbYJVptkggAoik4l84Q,BioBodh,BioBodh,,0,true,true,false,38,false,true,1,false,relevant,0.8,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 1019 (char 1018)",2026-07-12T04:40:29,5319739d7233985cd0a847d964ad11fd43b2016d
YouTube:video:kEddz9AKD_c,YouTube:video:kEddz9AKD_c,kEddz9AKD_c,YouTube,video,ytb_video_data.txt,https://www.youtube.com/watch?v=kEddz9AKD_c,,,IVF 等辅助生殖治疗是否应获得更多公共支持？,in vitro fertilization,Infertility and In Vitro Fertilization in New York City Welcome to Advanced Fertility Services in New York City. We have been providing infertility and IVF services for over 25 years.,2011-01-31T16:00:00+00:00,,3,0,-1,1869,UC9LtOj6i65O562NThLb2VYg,afslab,afslab,,0,true,true,true,30,false,true,1,false,relevant,0.88,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 973 (char 972)",2026-07-12T04:48:57,fe059435305a431d8e6b622c8f4c2e9db29aed2a
YouTube:video:EdgPk_OHITs,YouTube:video:EdgPk_OHITs,EdgPk_OHITs,YouTube,video,ytb_video_data.txt,https://www.youtube.com/watch?v=EdgPk_OHITs,,,IVF 等辅助生殖治疗是否应获得更多公共支持？,in vitro fertilization,"1 Introduction to IVF: Understanding the basics of in vitro fertilization Discover the science and emotional journey behind in vitro fertilization (IVF) with our informative YouTube series. Learn about the basics of IVF, from ovarian stimulation to embryo transfer, and gain insights into its role in overcoming fertility challenges. Join us as we explore key stages, debunk myths, and offer support for those considering or undergoing IVF treatment. Subscribe now for expert guidance, real-life stories, and valuable information on this transformative fertility option. Don't miss out on the opportunity to expand your knowledge and empower yourself on the path to parenthood. #ivf #infertility #fertility #ivfjourney #ttc #ivfcommunity #ivfsuccess #ivfsupport #fertilityawareness #ivfbaby #ivfbabies #ivfmiracle #ivfwarrior #ivfprocess #fertilitytreatment #ivfhope #ivfsurvivor #ivffamily #ivfstory #fertilityclinic #ivfexperience #ivflife #pregnancy #pregnantafterivf #ivfsiblings #infertilityawareness #baby #babies #babyafterivf #miraclebaby #fertilityjourney #ivfmom #ivfdad #parentsofivf #ivflove #ivfwin #ivfstrong #ivfsisterhood #ivfawareness #ivfwarriors #ivfsisters #ivfinspiration #ivfcommunitysupport #ivfsuccessstory #ivfjourneytobaby #ivfjoy #ivfpositivity #ivffertility #ivfsupportgroup #ivfpregnancy",2024-02-21T16:00:00+00:00,,1,1,-1,26,UCMsCe1oCP12V77hWuzm2pIQ,knowledge_is_power_86,Knowledge is Power,,0,true,true,true,153,false,true,1,false,relevant,0.88,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 881 (char 880)",2026-07-12T04:56:43,da836a0c8682239fdd7428bb625cb78fd82349ea
YouTube:video:FMNMKWYB84M,YouTube:video:FMNMKWYB84M,FMNMKWYB84M,YouTube,video,ytb_video_data.txt,https://www.youtube.com/watch?v=FMNMKWYB84M,,,IVF 等辅助生殖治疗是否应获得更多公共支持？,IVF access,IVF Access Rajajinagar IVF Accesscontinues its expansion with the launch of its second state of the clinic at Rajajinagar in Bangalore to provide high ...,2021-06-23T00:26:39+00:00,,-1,-1,-1,10808,UCDHgVJlABhZJNxAevlzHIYQ,IVFAccessKannada,IVF Access Kannada,,0,true,true,true,24,false,true,1,false,relevant,0.88,Keyword phrase appears in substantive text with supporting topic or policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 946 (char 945)",2026-07-12T05:05:10,2a5a0b226a4630efbeed74f28698f2ae1b70c920
YouTube:video:QkmYwvANJPY,YouTube:video:QkmYwvANJPY,QkmYwvANJPY,YouTube,video,ytb_video_data.txt,https://www.youtube.com/watch?v=QkmYwvANJPY,,,信用卡滞纳金是否应被限制？,CFPB late fee cap,"If You Are Over 62: 5 Bank Reporting Traps When Selling Physical Silver If You Are Over 62: 5 Bank Reporting Traps When Selling Physical Silver There are five bank traps quietly draining senior accounts across America right now in 2026—and selling physical silver can make you hit them faster. When a dealer check or wire hits your account, normal timing issues (autopay dates, deposit holds, low cushions) can trigger overdraft and NSF fee chains, and ""quiet"" policies like CD auto‑renew, paper statement fees, and dormancy rules can keep bleeding money long after the silver sale is over. None of this requires a scammer. It's built into the fee structures and policy rollbacks happening right now. In this video I break down 5 Bank Reporting / Fee Traps for age 62+: why overdraft fees came roaring back after 2026 policy changes, how NSF re-presentment can charge multiple fees for the same bounced bill, how CD auto‑renew windows lock you into low rates (and early withdrawal penalties), how paper statement fees quietly stack across accounts (and how to request a senior waiver), and how dormancy/escheatment timelines plus inactivity fees can drain ""leave it alone"" emergency savings. I also give the free fixes: opt out of debit overdraft coverage, keep a one‑month bill buffer, give written CD maturity instructions, ask for senior statement waivers, and reset dormancy with a $1 transfer twice a year. ⚠️ DISCLAIMER: I am NOT a lawyer or licensed financial advisor. The content on ""The Silver Scenario"" channel is for educational and entertainment purposes only and is based on publicly available information as of 2026, including bank fee schedules and public FDIC/CFPB policy updates and general federal/state banking rules. Nothing in this video is personalized financial, legal, or tax advice. Your situation is unique, and your bank's account agreement, your state's dormancy/escheatment rules, and your transaction timing determine what applies to you. Always verify fees and policies directly with your bank/credit union (in writing when possible) and consult a qualified professional before making major financial decisions. Official Sources FDIC 2026 Rescission of NSF Fee Guidance (FIL-14-2026): fdic.gov/news/financial-institution-letters/2026/fdic-rescinds-supervisory-guidance-multiple-re-presentment CFPB Bank Rules & Policy Updates: consumerfinance.gov/rules-policy FDIC Consumer Resource Center (Avoiding Fees): fdic.gov/resources/consumers",2026-06-07T16:00:00+00:00,,9,0,-1,380,UCen7DW7nXlkBqyZxLq2bL0Q,Thesilverscenario,The Silver Scenario,,0,false,true,false,394,false,true,1,false,relevant,0.78,Multiple keyword tokens match and the text contains topic or public-policy context.,rule,rule_v1.3_multi_platform_2026-07-02,,,,,,,,,,false,,,true,../models/Qwen3-32B,,,,,"JSONDecodeError: Expecting ',' delimiter: line 1 column 946 (char 945)",2026-07-12T05:12:32,3f3a91c6ef362a4038ee69d7a432439f1b85c85c
