mid,record_id,native_id,platform,record_type,source_file,url,r_mid,r_url,topic,keyword,cont_clean,lang,relevance_label,relevance_confidence,relevance_reason,keyword_exact_match,keyword_token_match,topic_token_match,text_word_count,human_label,human_note
Instagram:post:3651454392973804520,Instagram:post:3651454392973804520,3651454392973804520,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DKskmyWvkPo/,,,AI 语音诈骗是否应强制披露或限制？,voice cloning scam,"AI voice cloning: are you prepared? Cybercriminals are now using AI to clone voices and impersonate loved ones, asking for MONEY, INFO, or ACCESS! It's not science fiction anymore! Cybercriminals are using AI to clone voices and target victims like you! STAY PROTECTED by taking these steps: Verifying unusual voice messages before reacting. Educating family on voice scams. Using safe words in emergencies. Consulting experts to secure your identity. Ready to take control of your digital security? Contact us today for a consultation. Your peace of mind is worth it. 🌐www.enetsec.com #VoiceCloningScam #AIThreats #CybersecurityEducation #DigitalProtection #EnetsecUSA #DigitalForensicsExpert #WandersonCastilho",en,weakly_relevant,0.68,"Core topic phrase appears, but the post does not clearly discuss the policy question.",false,true,true,101,,
Instagram:post:3583469472674911028,Instagram:post:3583469472674911028,3583469472674911028,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DG7Cn_WPpM0/,,,AI 语音诈骗是否应强制披露或限制？,voice cloning scam,"🚨 Beware of AI Voice Cloning Scams! 🎙️⚠️ Scammers are now using AI to clone voices and trick people into transferring money! With just a few seconds of your voice, they can create fake calls that sound exactly like your loved ones. 😨📞 🚨 Real Incidents in India: 🔴 Mumbai: A businessman lost ₹80,000 after hearing his ""son's"" voice begging for bail! 💸 🔴 Delhi: A CEO almost wired money after getting a fake call from his boss! 🚫 🔴 Madhya Pradesh: A mother was scammed ₹50,000 after hearing her ""daughter"" cry for help! 😢 🛑 How to Stay Safe: ✅ Always verify the caller by calling them back on their known number. 📲 ✅ Use secret passcodes with family for emergencies. 🔑 ✅ Be cautious on social media—scammers use your voice from videos! 🎥 ✅ Don't rush to transfer money based on emotional calls! ⏳ ⚠️ If you get a suspicious call, hang up and double-check! Spread the word to protect your friends & family! 💙 #AIScam #VoiceCloningScam #StaySafe #CyberCrime #FraudAlert #Guwahati #Shillong #Itanagar #Kohima #Imphal #Aizawl #Agartala",en,weakly_relevant,0.68,"Core topic phrase appears, but the post does not clearly discuss the policy question.",false,true,true,163,,
Instagram:post:3366947369973882047,Instagram:post:3366947369973882047,3366947369973882047,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/C65zMtMupy_/,,,AI 语音诈骗是否应强制披露或限制？,voice cloning scam,Beware! The latest cyber scam involves cloned voices deceiving relatives. Stay alert and protect your loved ones from falling prey to this silent threat. #VoiceCloningScam #CyberSecurityAlert #StayVigilant #ahmedabadmirrorofficial #ahmedabadmirror,en,weakly_relevant,0.68,"Core topic phrase appears, but the post does not clearly discuss the policy question.",false,true,false,29,,
Instagram:post:3443889465941250112,Instagram:post:3443889465941250112,3443889465941250112,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/C_LJzkHI1BA/,,,AI 语音诈骗是否应强制披露或限制？,voice cloning scam,"Tip of the Day: With the rise of AI voice cloning technology, you may have heard of scammers imitating a loved one's voice in distress to scam you out of money. They'll say they've been arrested or stranded and need cash immediately. If you are unsure if you're speaking to who you think you are, call the person you believe is being imitated on another line. If that person answers, you know the caller is a scammer. To be safe, you can always use a code word that only you and that person would know when you call each other. ""Everything has its beauty, but not everyone sees it."" - Confucious #urbanladyprepper #AI #AItechnology #voicecloningscam #personalsafety #prepper #prepping #tips #tipsandtricks #urbanprepper #tipoftheday",en,weakly_relevant,0.68,"Core topic phrase appears, but the post does not clearly discuss the policy question.",false,true,true,125,,
Instagram:post:3681902862565269726,Instagram:post:3681902862565269726,3681902862565269726,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DMYvyVcsmDe/,,,AI 语音诈骗是否应强制披露或限制？,voice cloning scam,"This One Hit Different: AI Scams Are Getting Way Too Real Just wrapped up another AI course, and I have to say—it left a mark. Dr. Jules White taught it, and the content hit close. We're talking voice cloning scams. Not the ""someday in the future"" kind. These are happening now. Imagine picking up a call and hearing your cousin's voice. Or your best friend's. They say they're in trouble. It's urgent. And in that moment, before you can think critically, your heart is already reacting. That's the danger. Dr. White put it simply: ""Scammers don't need to be sophisticated—they just need to be believable for a few seconds."" It's not about being careless. It's about being human. This course reminded me that we may need to revisit those old ""safe words""—a phrase only your people would know. Not for fun. For protection. Because when it sounds like someone you love, you need a way to confirm it's actually them. This course didn't just leave me with a certificate. It left me with awareness. Trust your gut. Slow down. And if something feels off—it probably is. #ThisIsHappeningNow #DigitalStreetSmarts #VoiceCloningScam #ProtectYourPeople #GenerativeAIRealTalk #WordThatYouKnow #ScamProofSoul #AIEthics #CybersecurityAwareness #HumanCenteredAI #DigitalTrust #VoiceCloning #DrJulesWhite #GenerativeAI #AIandSecurity #LinkedInLearning #FutureProofThinking",en,weakly_relevant,0.68,"Core topic phrase appears, but the post does not clearly discuss the policy question.",false,true,true,218,,
Instagram:post:3776313651004247204,Instagram:post:3776313651004247204,3776313651004247204,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DRoKUIAkQyk/,,,AI 语音诈骗是否应强制披露或限制？,voice cloning scam,"⚠️ Beware of Voice-Cloning Scams! ⚠️ Scammers can now clone a person's voice using just a few seconds of audio. They may call pretending to be your family, friends, or even your boss—usually claiming an ""emergency"" to trick you into sending money or sharing sensitive info. Always verify before you trust. Call back on the official number, ask a question only they would know, or switch to video call if possible. Stay alert, stay safe, and don't let AI scams fool you. #VoiceCloningScam #AIFraud #StayAlert #CyberSafety #ScamAwareness #DigitalSafety #OnlineScams #FraudPrevention #SafetyFirst #CyberCrime #AIWarning #ProtectYourself #BeAware #TechSafety #SocialMediaAwareness #huntscammers",en,weakly_relevant,0.68,"Core topic phrase appears, but the post does not clearly discuss the policy question.",false,true,true,100,,
Instagram:post:3743201431009780520,Instagram:post:3743201431009780520,3743201431009780520,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DPyhd6CEmMo/,,,AI 语音诈骗是否应强制披露或限制？,voice cloning scam,"Think you thought a government minister was calling. Turns out it was AI. AI voice scams just hit a new level. Between Jan–June 2025, people lost $547 million to deepfake voices worldwide.​ In Italy, a group of business owners got a call from someone who sounded exactly like Defense Minister Guido Crosetto. He ""asked"" for funds to free kidnapped journalists. The voice was so convincing they almost wired €1M to a fake offshore account.​ That's how real these voices have become—tested users found AI voices more trustworthy than humans. The scary part? It only takes 3 seconds of your voice (from a video or reel) to clone you.​ How to protect yourself: Don't trust ""urgent"" calls or voice notes Confirm using another channel before acting Avoid picking unknown calls with ""urgent family"" tags AI isn't just smart anymore—it's convincing. Save this post. Join our upcoming webinar to learn how to stop AI scams before they get you. Link in story. #Cybersecurity #AIVoiceScam #DeepfakeScam #VoiceCloningScam #AIFraud #CyberSecurityTips #ScamAlert2025 #AIProtection #StaySafeOnline #DigitalSafety #VoiceScamIndia #webinaralert",en,weakly_relevant,0.68,"Core topic phrase appears, but the post does not clearly discuss the policy question.",false,true,true,179,,
Instagram:post:3931453229040990451,Instagram:post:3931453229040990451,3931453229040990451,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DaPU-HQDPjz/,,,AI 语音诈骗是否应强制披露或限制？,AI robocall,"🤖 AI Robo Call Service – Smart Calls. Real Results. Transform the way your business connects with customers using Sabtech's AI Robo Call Service. Our intelligent voice calling solution automates customer interactions with natural, human-like conversations, helping you reach more people while saving time and reducing costs. ✨ Why Choose Sabtech AI Robo Call? 📞 Automated AI Calling 💬 Human-Like Conversations 🎯 Targeted Campaigns 📊 Real-Time Reports 🔗 CRM Integration 🔒 Secure & Reliable Whether you're promoting your business, sending reminders, generating leads, or providing customer support, Sabtech's AI-powered calling system helps you deliver better results with every call. 📞 Contact Us: +92 300 7228324 📧 Email: info@sabtech.org 🌐 Website: www.sabtech.org #Sabtech #AIRoboCall #AICalling #VoiceAI #BusinessAutomation #ArtificialIntelligence #CustomerEngagement #LeadGeneration #MarketingAutomation #CallCenter #CRMIntegration #BusinessGrowth #DigitalTransformation #SmartBusiness #AutomatedCalling #TechSolutions #PakistanBusiness #CustomerSupport #AIForBusiness #innovations",en,weakly_relevant,0.68,"Core topic phrase appears, but the post does not clearly discuss the policy question.",false,false,true,129,,
Instagram:post:3908777472041312102,Instagram:post:3908777472041312102,3908777472041312102,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DY-xGa3El9m/,,,AI 语音诈骗是否应强制披露或限制？,voice cloning scam,"⚠️ AI 'Voice Cloning' Scams on the Rise! Are You Safe? 🚨📱 Imagine getting a frantic call from your child or friend crying for emergency money. You'd rush to help, right? But hold on! Scammers are now using Artificial Intelligence (AI) to replicate anyone's voice using just a few seconds of audio stolen from social media. According to the FBI, Americans lost a jaw-dropping $893 million to AI-related scams last year alone, including these terrifying voice cloning and phishing attacks. Tech gets so realistic that even experts struggle to spot the difference between a real human and an AI clone. How to Protect Yourself & Your Family: 🔐 Create a Family 'Code Word': Set up a secret word or phrase with your loved ones that is never shared online. If you get a suspicious distress call, ask for the code word! 🛑 Spot the Red Flags: Be highly skeptical if the caller creates extreme urgency, demands large sums of money, or begs you not to tell anyone else. 📞 Hang Up and Cross-Check: Never transfer money immediately. Hang up and text or call your loved one through a different device or contact someone who is with them to confirm their safety. As AI experts say, it's much better to have your mom or friend laugh at you for thinking they are a robot, than to blindly run to an ATM and lose your hard-earned money! 💬 Have you or anyone you know ever experienced a suspicious or weirdly automated scam call? Drop your thoughts and experiences in the comments below! 📢 Tag 3 friends or family members who need to read this right now and hit share to spread awareness! 📌 Follow @thenewsdoko for more rapid, visual, and highly informative updates on tech, safety, and global news! #NewsDoko #TheNewsDoko #AIVoiceCloning #CyberSecurity #TechTrends #VoiceCloningScam #StaySafeDigital #AIEvolution #ScamAlert",en,weakly_relevant,0.68,"Core topic phrase appears, but the post does not clearly discuss the policy question.",false,true,true,304,,
Instagram:post:3287823217463225857,Instagram:post:3287823217463225857,3287823217463225857,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/C2gscvxLW4B/,,,AI 语音诈骗是否应强制披露或限制？,AI robocall,An AI-generated robocall impersonating President Joe Biden raises serious concerns about deepfake technology's potential for misuse in elections. Read more at analyticsdrift.com #joebiden #deepfake #electionsecurity #misinformation #usa #uselection #airobocall #deepfaketechnology #ai #artificialintelligence,en,weakly_relevant,0.68,"Core topic phrase appears, but the post does not clearly discuss the policy question.",false,true,true,35,,
Instagram:post:3689573113125826470,Instagram:post:3689573113125826470,3689573113125826470,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DMz_zK8sm-m/,,,AI 语音诈骗是否应强制披露或限制？,voice cloning scam,"""Got a call from your 'son' begging for money? It could be an AI scam! Criminals are cloning voices to fake emergencies and steal your savings. #VoiceCloningScam #CyberSafetyIndia #StaySafeIndia #VoiceScam How to Protect Yourself? #cyberdomeacademy",en,weakly_relevant,0.68,"Core topic phrase appears, but the post does not clearly discuss the policy question.",false,true,true,35,,
Instagram:post:3674383358646029082,Instagram:post:3674383358646029082,3674383358646029082,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/DL-CDJstAsa/,,,AI 语音诈骗是否应强制披露或限制？,voice cloning scam,#FraudFreeFriday Her voice was real… but the call was fake. 🎭📱 AI scams are getting smarter — are you? #VoiceCloningScam #AIThreat #ScamAlert #FraudFreeFriday #CyberSafety #DigitalDeception #ThinkBeforeYouAnswer #ISEAIndia @goi_meity @officialdigitalindia @mygovindia @nicmeity @nielitindia @cert_india @ashwini.vaishnaw @cyberdosti4c,en,weakly_relevant,0.68,"Core topic phrase appears, but the post does not clearly discuss the policy question.",false,true,true,34,,
Instagram:post:3347527518461504658,Instagram:post:3347527518461504658,3347527518461504658,Instagram,post,ig_message_data.txt,https://www.instagram.com/p/C50zorFviyS/,,,AI 语音诈骗是否应强制披露或限制？,voice cloning scam,"🚨 Beware of Voice Cloning Scams! 🚨 A recent study conducted by McAfee reveals that Indians are the most vulnerable group to voice cloning scams, with 38% unable to distinguish between real and cloned voices of their loved ones. These scams often involve impersonating distressed friends or authorities to extort money or sensitive information. Voice cloning technology has made it easier for scammers to deceive unsuspecting victims, leading to significant financial losses. It's crucial to stay vigilant and adopt precautionary measures to avoid falling prey to these fraudulent schemes. Here are some tips to spot fake AI calls: 1️⃣ Verify the caller's identity with verification questions. 2️⃣ Cross-check information with other trusted sources. 3️⃣ Be cautious when asked for sensitive information or urgent financial assistance. Let's spread awareness and protect ourselves and our loved ones from falling victim to voice cloning scams! #VoiceCloningScam #ScamAlert #FraudPrevention #StaySafe #McAfeeStudy #IndiaToday Source: India Today",en,weakly_relevant,0.68,"Core topic phrase appears, but the post does not clearly discuss the policy question.",false,true,true,153,,
